InventoryId,Store,Brand,Description,Size,SalesQuantity,SalesDollars,SalesPrice,SalesDate,Volume,Classification,ExciseTax,VendorNo,VendorName
70_KELD_8910,70,8910,Finlandia Vodka,50mL,3,2.97,0.99,1/14/2016,50,1,0.16,1128,BROWN-FORMAN CORP          
21_BALERNO_4227,21,4227,Bacardi Superior Rum Trav,1.75L,2,35.98,17.99,1/25/2016,1750,1,3.67,480,BACARDI USA INC            
33_HORNSEY_3154,33,3154,New Amsterdam Peach Vodka,750mL,1,9.99,9.99,1/20/2016,750,1,0.79,3252,E & J GALLO WINERY         
14_BROMWICH_3706,14,3706,Pinnacle Citrus Vodka,1.75L,1,16.99,16.99,1/18/2016,1750,1,1.84,12546,JIM BEAM BRANDS COMPANY    
17_OLDHAM_4267,17,4267,Bacardi Limon Rum,1.75L,1,23.99,23.99,1/8/2016,1750,1,1.84,480,BACARDI USA INC            
12_LEESIDE_23998,12,23998,Belguardo Serrata Toscana,750mL,3,29.97,9.99,1/21/2016,750,2,0.34,6785,PALM BAY INTERNATIONAL INC 
51_ABERDEEN_34133,51,34133,Turning Leaf RSV Cab Svgn,1.5L,2,17.98,8.99,1/28/2016,1500,2,0.45,3252,E & J GALLO WINERY         
8_ALNERWICK_4261,8,4261,Capt Morgan Spiced Rum,1.75L,10,219.9,21.99,1/13/2016,1750,1,18.38,3960,DIAGEO NORTH AMERICA INC   
58_HARTLEPOOL_3687,58,3687,Fleischmanns Royal Traveler,750mL,4,23.96,5.99,1/29/2016,750,1,3.15,660,SAZERAC NORTH AMERICA INC. 
41_LARNWICK_14706,41,14706,Cupcake Prosecco,750mL,17,118.83,6.99,1/3/2016,750,2,1.91,9815,WINE GROUP INC             
49_GARIGILL_6932,49,6932,Santa Rita 120 Chard,750mL,1,5.99,5.99,1/29/2016,750,2,0.11,6785,PALM BAY INTERNATIONAL INC 
15_WANBORNE_4135,15,4135,Smirnoff Blueberry Vodka,50mL,15,14.85,0.99,2/27/2016,50,1,0.79,3960,DIAGEO NORTH AMERICA INC   
49_GARIGILL_6932,49,6932,Santa Rita 120 Chard,750mL,1,5.99,5.99,1/20/2016,750,2,0.11,6785,PALM BAY INTERNATIONAL INC 
34_PITMERDEN_3821,34,3821,Smirnoff Vanilla Vodka,750mL,1,10.99,10.99,1/24/2016,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   
12_LEESIDE_5134,12,5134,Dr McGillicuddy's Cherry,750mL,1,13.99,13.99,2/6/2016,750,1,0.79,8004,SAZERAC CO INC             
6_GOULCREST_3607,6,3607,Smirnoff Citrus Vodka,50mL,21,20.79,0.99,1/13/2016,50,1,1.1,3960,DIAGEO NORTH AMERICA INC   
48_NORFOLK_7986,48,7986,Sapling Vermont Maple Liquer,750mL,1,29.99,29.99,1/25/2016,750,1,0.79,9165,ULTRA BEVERAGE COMPANY LLP 
3_HORNSEY_2250,3,2250,Jack Daniels Family 4 Pk/50m,50mL 4 Pk,1,12.99,12.99,1/15/2016,50,1,0.05,1128,BROWN-FORMAN CORP          
7_STANMORE_7262,7,7262,Gallo Sweet Vermouth,750mL,1,5.49,5.49,1/13/2016,750,2,0.11,3252,E & J GALLO WINERY         
53_HILLFAR_77,53,77,Three Olives Espresso Vodka,750mL,1,12.99,12.99,1/20/2016,750,1,0.79,7245,PROXIMO SPIRITS INC.       
7_STANMORE_17910,7,17910,Estancia Unoaked Chard,750mL,1,9.99,9.99,1/16/2016,750,2,0.11,1392,CONSTELLATION BRANDS INC   
54_GUTHRAM_5750,54,5750,Malibu Rum Traveler,750mL,1,12.99,12.99,1/8/2016,750,1,0.79,17035,PERNOD RICARD USA          
50_MOUNTMEND_7977,50,7977,M & R X Dry Vermouth,1.5L,4,41.96,10.49,1/10/2016,1500,1,6.3,480,BACARDI USA INC            
37_PAETHSMOUTH_4261,37,4261,Capt Morgan Spiced Rum,1.75L,2,43.98,21.99,1/27/2016,1750,1,3.67,3960,DIAGEO NORTH AMERICA INC   
38_GOULCREST_4194,38,4194,Calico Jack Coconut Rum,1.75L,1,12.99,12.99,1/8/2016,1750,1,1.84,12546,JIM BEAM BRANDS COMPANY    
66_EANVERNESS_1921,66,1921,Glenfiddich Special Rsv 12,1.75L,2,135.98,67.99,1/24/2016,1750,1,3.67,3664,WILLIAM GRANT & SONS INC   
1_HARDERSFIELD_7282,1,7282,Colombo Marsala Sweet,750mL,4,39.96,9.99,1/22/2016,750,2,0.45,9552,M S WALKER INC             
48_NORFOLK_8480,48,8480,Clan MacGregor,1.75L,1,18.99,18.99,1/15/2016,1750,1,1.84,3664,WILLIAM GRANT & SONS INC   
76_DONCASTER_31915,76,31915,F Coppola Diamond Chard,750mL,2,25.98,12.99,1/24/2016,750,2,0.22,2000,SOUTHERN WINE & SPIRITS NE 
33_HORNSEY_1379,33,1379,Jim Beam Traveler,750mL,2,28.98,14.49,1/8/2016,750,1,1.57,12546,JIM BEAM BRANDS COMPANY    
42_BLACK HOLLOW_3724,42,3724,Absolut Citron,750mL,3,53.97,17.99,1/22/2016,750,1,2.36,17035,PERNOD RICARD USA          
58_HARTLEPOOL_44037,58,44037,Barefoot Pnt Grigio Cal,750mL,1,6.29,6.29,1/11/2016,750,2,0.11,3252,E & J GALLO WINERY         
22_SHARNWICK_482,22,482,Absolut 80 Proof,Liter,1,21.99,21.99,1/13/2016,1000,1,1.05,17035,PERNOD RICARD USA          
15_WANBORNE_598,15,598,Stolichnaya Ohranj Orange,Liter,5,124.95,24.99,1/21/2016,1000,1,5.25,8664,"STOLI GROUP,(USA) LLC      "
69_MOUNTMEND_2751,69,2751,Johnnie Walker Black Label,375mL,1,19.99,19.99,1/21/2016,375,1,0.39,3960,DIAGEO NORTH AMERICA INC   
71_CLARCTON_3766,71,3766,Three Olives Grape Vodka,750mL,1,12.99,12.99,1/23/2016,750,1,0.79,7245,PROXIMO SPIRITS INC.       
2_ASHBORNE_4229,2,4229,Bacardi Black,1.75L,1,23.99,23.99,1/12/2016,1750,1,1.84,480,BACARDI USA INC            
13_TARMSWORTH_3246,13,3246,Bentley's Vodka,1.75L,3,26.37,8.79,2/21/2016,1750,1,5.51,8004,SAZERAC CO INC             
21_BALERNO_16758,21,16758,Dolin Sweet Red Vermouth,750mL,1,13.99,13.99,1/30/2016,750,2,0.11,653,STATE WINE & SPIRITS   
66_EANVERNESS_10453,66,10453,Line 39 Svgn Bl Lake County,750mL,1,9.99,9.99,1/27/2016,750,2,0.11,7153,PINE STATE TRADING CO      
41_LARNWICK_5364,41,5364,Kahlua,1.75L,6,191.94,31.99,1/15/2016,1750,1,11.02,17035,PERNOD RICARD USA          
56_BEGGAR'S HOLE_6565,56,6565,Clos du Bois Cab Svgn N Cst,750mL,3,29.97,9.99,1/25/2016,750,2,0.34,1392,CONSTELLATION BRANDS INC   
14_BROMWICH_27644,14,27644,Cline Znfdl Cal,750mL,1,9.99,9.99,2/17/2016,750,2,0.11,4425,MARTIGNETTI COMPANIES
75_BARNCOMBE_12147,75,12147,Sterling Vintners CA Meritag,750mL,1,9.99,9.99,1/18/2016,750,2,0.11,1590,DIAGEO CHATEAU ESTATE WINES
15_WANBORNE_12192,15,12192,Meander Cab Svgn Napa Vly,750mL,1,59.99,59.99,1/2/2016,750,2,0.11,9165,ULTRA BEVERAGE COMPANY LLP 
33_HORNSEY_2152,33,2152,New Amsterdam Gin,750mL,1,9.99,9.99,1/31/2016,750,1,0.79,3252,E & J GALLO WINERY         
1_HARDERSFIELD_5697,1,5697,Metcalfe's Maple Liqueur,750mL,1,22.99,22.99,1/29/2016,750,1,0.79,9165,ULTRA BEVERAGE COMPANY LLP 
15_WANBORNE_31866,15,31866,F Coppola Diamond Merlot,750mL,1,14.99,14.99,2/20/2016,750,2,0.11,2000,SOUTHERN WINE & SPIRITS NE 
53_HILLFAR_5255,53,5255,TGI Fridays Ultimte Mudslide,1.75L,1,12.99,12.99,1/22/2016,1750,1,1.84,4466,AMERICAN VINTAGE BEVERAGE  
5_SUTTON_5348,5,5348,St Brendans Irish Cream,750mL,1,13.99,13.99,1/29/2016,750,1,0.79,8352,LUXCO INC                  
56_BEGGAR'S HOLE_7993,56,7993,Stock Italian X Dry Vermouth,750mL,1,6.49,6.49,1/3/2016,750,1,0.79,8352,LUXCO INC                  
76_DONCASTER_32924,76,32924,Silverado Cab Svgn Napa,750mL,2,85.98,42.99,1/17/2016,750,2,0.22,4425,MARTIGNETTI COMPANIES
15_WANBORNE_2954,15,2954,Highland Park 12 Yr Single,750mL,1,54.99,54.99,1/31/2016,750,1,0.79,2561,EDRINGTON AMERICAS         
1_HARDERSFIELD_31160,1,31160,Monsanto Chianti Clsc RSV,750mL,6,119.94,19.99,1/28/2016,750,2,0.68,9552,M S WALKER INC             
41_LARNWICK_3294,41,3294,Leaf Vodka Alaskian Glacial,750mL,1,16.99,16.99,1/29/2016,750,1,0.79,4425,MARTIGNETTI COMPANIES
13_TARMSWORTH_3882,13,3882,Smirnoff Strawberry Vodka,750mL,1,10.99,10.99,1/22/2016,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   
41_LARNWICK_3834,41,3834,Skyy Vodka,750mL,2,31.98,15.99,1/28/2016,750,1,1.57,11567,CAMPARI AMERICA            
39_EASTHALLOW_8746,39,8746,Cavit Pinot Grigio,750mL,3,20.97,6.99,1/23/2016,750,2,0.34,6785,PALM BAY INTERNATIONAL INC 
73_DONCASTER_3050,73,3050,Bowman Vodka,1.75L,6,53.94,8.99,1/15/2016,1750,1,11.02,8004,SAZERAC CO INC             
22_SHARNWICK_17876,22,17876,Darkhorse Cab Svgn,750mL,4,31.96,7.99,1/20/2016,750,2,0.45,3252,E & J GALLO WINERY         
23_ARBINGTON_32907,23,32907,Sterling Vintners Cltn Chard,750mL,6,59.94,9.99,1/17/2016,750,2,0.68,1590,DIAGEO CHATEAU ESTATE WINES
1_HARDERSFIELD_8135,1,8135,Choco Lat Liqueur,750mL,2,21.98,10.99,2/22/2016,750,1,1.57,9552,M S WALKER INC             
50_MOUNTMEND_32906,50,32906,Sterling Vintners Cab Svgn C,750mL,1,11.99,11.99,1/5/2016,750,2,0.11,1590,DIAGEO CHATEAU ESTATE WINES
16_LUNDY_6281,16,6281,Franzia Sunset Blush Tap,5L,1,14.99,14.99,1/11/2016,5000,2,0.75,9815,WINE GROUP INC             
10_HORNSEY_6937,10,6937,Cavit Pinot Grigio,1.5L,1,11.99,11.99,2/20/2016,1500,2,0.22,6785,PALM BAY INTERNATIONAL INC 
33_HORNSEY_4261,33,4261,Capt Morgan Spiced Rum,1.75L,11,241.89,21.99,1/2/2016,1750,1,20.21,3960,DIAGEO NORTH AMERICA INC   
30_CULCHETH_8200,30,8200,Chambord Liqueur de France,50mL,1,2.99,2.99,1/14/2016,50,1,0.05,1128,BROWN-FORMAN CORP          
48_NORFOLK_39708,48,39708,R Mondavi Pvt Sln Pnt Grigio,750mL,1,8.99,8.99,1/28/2016,750,2,0.11,1392,CONSTELLATION BRANDS INC   
48_NORFOLK_3858,48,3858,Grey Goose Vodka,750mL,1,23.99,23.99,1/7/2016,750,1,0.79,480,BACARDI USA INC            
68_SOLARIS_38370,68,38370,Oyster Bay Svgn Bl Marlboro,750mL,1,12.99,12.99,1/11/2016,750,2,0.11,4425,MARTIGNETTI COMPANIES
34_PITMERDEN_3352,34,3352,Ciroc Coconut Vodka,750mL,10,249.9,24.99,1/1/2016,750,1,7.87,3960,DIAGEO NORTH AMERICA INC   
72_HARDERSFIELD_16327,72,16327,Black Box Merlot,500mL,1,4.99,4.99,1/8/2016,500,2,0.08,1392,CONSTELLATION BRANDS INC   
6_GOULCREST_7341,6,7341,Smirnoff Watermelon,50mL,7,6.93,0.99,1/8/2016,50,1,0.37,3960,DIAGEO NORTH AMERICA INC   
13_TARMSWORTH_44511,13,44511,MacMurray Ranch C Cst Pnt Nr,750mL,2,30.98,15.49,2/15/2016,750,2,0.22,3252,E & J GALLO WINERY         
55_DRY GULCH_12586,55,12586,C Y Toro Frontera Malbec,1.5L,3,23.97,7.99,1/14/2016,1500,2,0.68,516,BANFI PRODUCTS CORP        
17_OLDHAM_14280,17,14280,Cupcake Shiraz,750mL,1,8.49,8.49,1/5/2016,750,2,0.11,9815,WINE GROUP INC             
10_HORNSEY_2589,10,2589,Jameson Irish Whiskey,1.75L,4,167.96,41.99,1/16/2016,1750,1,7.35,17035,PERNOD RICARD USA          
67_EANVERNESS_2468,67,2468,Crown Royal Nrth Harvest Rye,750mL,2,59.98,29.99,1/23/2016,750,1,1.57,3960,DIAGEO NORTH AMERICA INC   
48_NORFOLK_28888,48,28888,Livingston Clrs Wh Znfdl Cal,3L,1,11.99,11.99,1/8/2016,3000,2,0.45,3252,E & J GALLO WINERY         
68_SOLARIS_2585,68,2585,Jameson Irish Whiskey,750mL,2,45.98,22.99,1/2/2016,750,1,1.57,17035,PERNOD RICARD USA          
23_ARBINGTON_23523,23,23523,19 Crimes Cab Svgn,750mL,2,19.98,9.99,1/23/2016,750,2,0.22,9819,TREASURY WINE ESTATES      
65_LUTON_35916,65,35916,Stone Cellars Merlot,1.5L,6,47.94,7.99,1/21/2016,1500,2,1.35,9819,TREASURY WINE ESTATES      
35_HALIVAARA_5382,35,5382,Ice 101 Peppermint Schnapps,750mL,1,12.99,12.99,1/29/2016,750,1,0.79,8004,SAZERAC CO INC             
68_SOLARIS_46783,68,46783,Oops Voluptuous Beauty Valle,750mL,2,19.98,9.99,1/30/2016,750,2,0.22,9165,ULTRA BEVERAGE COMPANY LLP 
60_IRRAGIN_3278,60,3278,Gordons London Dry,750mL,1,7.99,7.99,1/22/2016,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   
64_CESTERFIELD_37313,64,37313,Salmon Run NY Rsl,750mL,1,11.99,11.99,1/9/2016,750,2,0.11,10754,PERFECTA WINES             
15_WANBORNE_8159,15,8159,Jose Cuervo Especial,1.75L,3,77.97,25.99,2/26/2016,1750,1,5.51,7245,PROXIMO SPIRITS INC.       
30_CULCHETH_4296,30,4296,Ronrico Silver Rum,1.75L,1,12.99,12.99,1/4/2016,1750,1,1.84,12546,JIM BEAM BRANDS COMPANY    
69_MOUNTMEND_12224,69,12224,Banfi Centine Bianco Toscana,750mL,1,9.99,9.99,1/17/2016,750,2,0.11,516,BANFI PRODUCTS CORP        
78_EASTHAVEN_33149,78,33149,Alamos Ridge Malbec Mendoza,750mL,1,9.99,9.99,1/15/2016,750,2,0.11,3252,E & J GALLO WINERY         
60_IRRAGIN_2788,60,2788,Laphroaig 10 Yr Single Malt,750mL,1,44.99,44.99,1/25/2016,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    
22_SHARNWICK_5587,22,5587,Jose Cuervo Golden Margarita,1.75L,1,17.99,17.99,1/6/2016,1750,1,1.84,7245,PROXIMO SPIRITS INC.       
56_BEGGAR'S HOLE_3356,56,3356,Svedka Vodka,375mL,2,11.98,5.99,1/18/2016,375,1,0.79,1392,CONSTELLATION BRANDS INC   
73_DONCASTER_23069,73,23069,Delamotte Bl de Bl Brut,375mL,1,24.99,24.99,1/5/2016,375,2,0.06,1587,VINEYARD BRANDS INC        
56_BEGGAR'S HOLE_32108,56,32108,Erath Pnt Nr Oregon,750mL,1,15.99,15.99,1/15/2016,750,2,0.11,8673,STE MICHELLE WINE ESTATES  
41_LARNWICK_8370,41,8370,Chi Chi's Margarita,1.75L,2,17.98,8.99,1/30/2016,1750,1,3.67,660,SAZERAC NORTH AMERICA INC. 
55_DRY GULCH_8203,55,8203,Grand Marnier,50mL,4,11.96,2.99,1/8/2016,50,1,0.21,8112,MOET HENNESSY USA INC      
55_DRY GULCH_2008,55,2008,Rebel Yell Small Batch Rye,750mL,1,20.99,20.99,1/21/2016,750,1,0.79,8352,LUXCO INC                  
9_BLACKPOOL_13963,9,13963,Yellow Tail Pnt Nr,1.5L,2,29.98,14.99,1/22/2016,1500,2,0.45,4425,MARTIGNETTI COMPANIES
66_EANVERNESS_39523,66,39523,Cloudy Bay Svgn Bl Marlboro,750mL,8,199.92,24.99,1/16/2016,750,2,0.9,8112,MOET HENNESSY USA INC      
71_CLARCTON_3694,71,3694,Stolichnaya Razberi,750mL,1,17.99,17.99,1/9/2016,750,1,0.79,8664,"STOLI GROUP,(USA) LLC      "
60_IRRAGIN_2035,60,2035,Glen Moray Classic Scotch,750mL,1,19.99,19.99,1/14/2016,750,1,0.79,7153,PINE STATE TRADING CO      
11_CARDEND_4705,11,4705,Blue Chair Bay Banana Rum,50mL,1,0.99,0.99,2/7/2016,50,1,0.05,6213,MHW LTD                    
34_PITMERDEN_19948,34,19948,Josh Cellars Pnt Nr,750mL,15,239.85,15.99,1/23/2016,750,2,1.69,4425,MARTIGNETTI COMPANIES
74_PAENTMARWY_7991,74,7991,Stock Italian X Dry Vermouth,1.5L,1,9.99,9.99,1/17/2016,1500,1,1.57,8352,LUXCO INC                  
73_DONCASTER_8451,73,8451,Cruzan Aged Dark Rum,1.75L,1,16.99,16.99,1/11/2016,1750,1,1.84,12546,JIM BEAM BRANDS COMPANY    
34_PITMERDEN_23827,34,23827,Fattoria di Basciano Chianti,750mL,1,16.99,16.99,1/8/2016,750,2,0.11,10754,PERFECTA WINES             
67_EANVERNESS_6987,67,6987,Rosemount Shiraz/Cab Svgn,750mL,1,9.99,9.99,1/17/2016,750,2,0.11,4425,MARTIGNETTI COMPANIES
76_DONCASTER_22344,76,22344,Rioja Bordon Rsva Tempranllo,750mL,2,29.98,14.99,1/25/2016,750,2,0.22,4425,MARTIGNETTI COMPANIES
55_DRY GULCH_6479,55,6479,Clos du Bois Chard,750mL,3,29.97,9.99,1/22/2016,750,2,0.34,1392,CONSTELLATION BRANDS INC   
72_HARDERSFIELD_3997,72,3997,Hornitos Plata Tequila,750mL,1,19.99,19.99,1/4/2016,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    
27_MOUNTMEND_8472,27,8472,1800 Silver Tequila,750mL,3,80.97,26.99,1/30/2016,750,1,2.36,7245,PROXIMO SPIRITS INC.       
15_WANBORNE_8537,15,8537,Dom Chandon Brut Cuvee,750mL,1,15.99,15.99,2/26/2016,750,2,0.11,8112,MOET HENNESSY USA INC      
19_WINTERVALE_39335,19,39335,Phillips Seven Deadly Znfdl,750mL,1,14.99,14.99,2/4/2016,750,2,0.11,4425,MARTIGNETTI COMPANIES
69_MOUNTMEND_18347,69,18347,Banfi Pnt Grigio San Angelo,750mL,5,69.95,13.99,1/31/2016,750,2,0.56,516,BANFI PRODUCTS CORP        
15_WANBORNE_4522,15,4522,Lairds Apple Jack,750mL,1,14.49,14.49,1/6/2016,750,1,0.79,4848,LAIRD & CO                 
7_STANMORE_4670,7,4670,Bacardi Dragon Berry Rum,375mL,1,5.99,5.99,1/23/2016,375,1,0.39,480,BACARDI USA INC            
56_BEGGAR'S HOLE_12586,56,12586,C Y Toro Frontera Malbec,1.5L,1,7.99,7.99,1/28/2016,1500,2,0.22,516,BANFI PRODUCTS CORP        
44_PORTHCRAWL_5415,44,5415,Amaretto di Amore,1.75L,2,31.98,15.99,1/16/2016,1750,1,3.67,660,SAZERAC NORTH AMERICA INC. 
57_LANTEGLOS_3637,57,3637,Zhenka Vodka Plastic,750mL,1,5.29,5.29,1/18/2016,750,1,0.79,9552,M S WALKER INC             
22_SHARNWICK_38370,22,38370,Oyster Bay Svgn Bl Marlboro,750mL,1,12.99,12.99,1/30/2016,750,2,0.11,4425,MARTIGNETTI COMPANIES
31_HORNSEY_8033,31,8033,Jack Daniels No 7 Black,50mL,5,14.95,2.99,1/16/2016,50,1,0.26,1128,BROWN-FORMAN CORP          
1_HARDERSFIELD_32908,1,32908,Sterling Vintners Cltn Merlo,750mL,1,10.99,10.99,2/26/2016,750,2,0.11,1590,DIAGEO CHATEAU ESTATE WINES
47_PELLA'S WISH_5491,47,5491,Rumpleminze,50mL,8,15.92,1.99,1/4/2016,50,1,0.42,3960,DIAGEO NORTH AMERICA INC   
69_MOUNTMEND_4723,69,4723,Kinky Flame Whisky,50mL,1,0.99,0.99,1/10/2016,50,1,0.05,7153,PINE STATE TRADING CO      
63_SWORDBREAK_5096,63,5096,DeKuyper Peachtree Schnapps,750mL,2,19.98,9.99,1/23/2016,750,1,1.57,12546,JIM BEAM BRANDS COMPANY    
22_SHARNWICK_2153,22,2153,Black Velvet Cinnamon Rush,750mL,1,9.99,9.99,1/20/2016,750,1,0.79,1392,CONSTELLATION BRANDS INC   
67_EANVERNESS_5242,67,5242,Cointreau Liqueur,750mL,2,67.98,33.99,1/17/2016,750,1,1.57,7239,REMY COINTREAU USA INC     
50_MOUNTMEND_3505,50,3505,Tito's Handmade Vodka,750mL,4,87.96,21.99,1/9/2016,750,1,3.15,4425,MARTIGNETTI COMPANIES
15_WANBORNE_1845,15,1845,Cluny Scotch Whiskey,1.75L,1,14.99,14.99,1/1/2016,1750,1,1.84,3252,E & J GALLO WINERY         
55_DRY GULCH_26818,55,26818,Ravenswood Znfdl Napa,750mL,1,16.99,16.99,1/21/2016,750,2,0.11,1392,CONSTELLATION BRANDS INC   
47_PELLA'S WISH_32907,47,32907,Sterling Vintners Cltn Chard,750mL,4,39.96,9.99,1/30/2016,750,2,0.45,1590,DIAGEO CHATEAU ESTATE WINES
38_GOULCREST_4737,38,4737,St Remy VSOP Authentic Brndy,750mL,1,10.99,10.99,1/2/2016,750,1,0.79,7239,REMY COINTREAU USA INC     
75_BARNCOMBE_5765,75,5765,Jose Cuervo Lime Margarita,1.75L,3,41.97,13.99,1/22/2016,1750,1,5.51,7245,PROXIMO SPIRITS INC.       
63_SWORDBREAK_1366,63,1366,Red Stag by Jim Beam,50mL,1,1.29,1.29,1/10/2016,50,1,0.05,12546,JIM BEAM BRANDS COMPANY    
11_CARDEND_2679,11,2679,Dewars Highlander Honey,750mL,1,19.99,19.99,1/19/2016,750,1,0.79,480,BACARDI USA INC            
69_MOUNTMEND_17209,69,17209,The Divining Rod Cab Svgn,750mL,1,15.99,15.99,1/27/2016,750,2,0.11,2000,SOUTHERN WINE & SPIRITS NE 
13_TARMSWORTH_8110,13,8110,Tribuno Dry Vermouth,1.5L,1,8.99,8.99,2/10/2016,1500,1,1.57,9815,WINE GROUP INC             
72_HARDERSFIELD_1380,72,1380,Bulleit 95 Rye,1.75L,1,49.99,49.99,1/13/2016,1750,1,1.84,3960,DIAGEO NORTH AMERICA INC   
69_MOUNTMEND_3511,69,3511,New Amsterdam Vodka,750mL,1,9.99,9.99,1/14/2016,750,1,0.79,3252,E & J GALLO WINERY         
11_CARDEND_24088,11,24088,Hess Select Cab Svgn,750mL,2,33.98,16.99,2/9/2016,750,2,0.22,4425,MARTIGNETTI COMPANIES
10_HORNSEY_8064,10,8064,Canadian Club,50mL,6,5.94,0.99,1/14/2016,50,1,0.32,12546,JIM BEAM BRANDS COMPANY    
20_BREDWARDINE_4798,20,4798,Sambuca Romana Liqueur,50mL,1,1.99,1.99,1/24/2016,50,1,0.05,3960,DIAGEO NORTH AMERICA INC   
62_KILMARNOCK_3278,62,3278,Gordons London Dry,750mL,1,7.99,7.99,1/31/2016,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   
76_DONCASTER_6574,76,6574,Franzia Tap Wh Znfdl Cal,5L,2,29.98,14.99,1/29/2016,5000,2,1.5,9815,WINE GROUP INC             
1_HARDERSFIELD_3584,1,3584,Absolut Raspberri,750mL,1,17.99,17.99,2/21/2016,750,1,0.79,17035,PERNOD RICARD USA          
67_EANVERNESS_23392,67,23392,Stonehedge Amador 12 Znfdl,750mL,6,59.94,9.99,1/14/2016,750,2,0.68,9165,ULTRA BEVERAGE COMPANY LLP 
42_BLACK HOLLOW_5142,42,5142,Carolans Irish Cream,1.75L,1,22.99,22.99,1/21/2016,1750,1,1.84,11567,CAMPARI AMERICA            
34_PITMERDEN_10175,34,10175,Big House Birdman Pnt Grigio,750mL,6,47.94,7.99,1/8/2016,750,2,0.68,9815,WINE GROUP INC             
11_CARDEND_6958,11,6958,Vendange Svgn Bl,1.5L,1,9.99,9.99,1/17/2016,1500,2,0.22,1392,CONSTELLATION BRANDS INC   
77_TAMWORTH_28579,77,28579,R M Woodbridge Merlot Cal,750mL,1,7.99,7.99,1/23/2016,750,2,0.11,1392,CONSTELLATION BRANDS INC   
49_GARIGILL_12216,49,12216,Da Vinci Pnt Grigio,750mL,1,10.49,10.49,1/17/2016,750,2,0.11,3252,E & J GALLO WINERY         
77_TAMWORTH_1226,77,1226,Lexington Bourbon,750mL,1,27.99,27.99,1/19/2016,750,1,0.79,9625,WESTERN SPIRITS BEVERAGE CO
79_BALLYMENA_3802,79,3802,Three Olives Vodka,1.75L,8,143.92,17.99,1/15/2016,1750,1,14.7,7245,PROXIMO SPIRITS INC.       
59_CLAETHORPES_17458,59,17458,Skinnygirl Rose Wine,750mL,1,8.99,8.99,1/19/2016,750,2,0.11,12546,JIM BEAM BRANDS COMPANY    
38_GOULCREST_46379,38,46379,Ghost Pine Cab Svgn LMartini,750mL,2,35.98,17.99,1/22/2016,750,2,0.22,3252,E & J GALLO WINERY         
12_LEESIDE_8480,12,8480,Clan MacGregor,1.75L,1,14.99,14.99,2/24/2016,1750,1,1.84,3664,WILLIAM GRANT & SONS INC   
50_MOUNTMEND_5771,50,5771,Art In The Age Snap,750mL,1,29.99,29.99,1/24/2016,750,1,0.79,3664,WILLIAM GRANT & SONS INC   
69_MOUNTMEND_18787,69,18787,Rio Madre Rioja Graciano,750mL,1,11.99,11.99,1/8/2016,750,2,0.11,9552,M S WALKER INC             
61_AETHELNEY_3137,61,3137,Three Olives Blueberry Vodka,50mL,1,0.99,0.99,1/23/2016,50,1,0.05,7245,PROXIMO SPIRITS INC.       
33_HORNSEY_45769,33,45769,Bonterra Svgn Bl Organic,750mL,2,23.98,11.99,1/20/2016,750,2,0.22,9165,ULTRA BEVERAGE COMPANY LLP 
59_CLAETHORPES_8822,59,8822,Absolut 80 Proof,50mL,2,3.98,1.99,1/21/2016,50,1,0.1,17035,PERNOD RICARD USA          
11_CARDEND_15105,11,15105,Kendall Jackson Avant Chard,750mL,1,13.99,13.99,2/12/2016,750,2,0.11,10000,MAJESTIC FINE WINES        
66_EANVERNESS_38546,66,38546,Mark West Pnt Nr Sonoma,750mL,7,69.93,9.99,1/23/2016,750,2,0.79,1392,CONSTELLATION BRANDS INC   
58_HARTLEPOOL_3012,58,3012,Pinnacle Vodka,50mL,1,0.99,0.99,1/5/2016,50,1,0.05,12546,JIM BEAM BRANDS COMPANY    
11_CARDEND_7990,11,7990,Noilly Prat Sweet Vermouth,Liter,1,9.99,9.99,1/12/2016,1000,1,1.05,480,BACARDI USA INC            
60_IRRAGIN_33683,60,33683,R Mondavi Privt Slct Chard,1.5L,10,179.9,17.99,1/29/2016,1500,2,2.25,1392,CONSTELLATION BRANDS INC   
8_ALNERWICK_810,8,810,Bacardi Black Razz,750mL,1,13.99,13.99,1/20/2016,750,1,0.79,480,BACARDI USA INC            
48_NORFOLK_3050,48,3050,Bowman Vodka,1.75L,5,44.95,8.99,1/5/2016,1750,1,9.19,8004,SAZERAC CO INC             
1_HARDERSFIELD_8111,1,8111,Smirnoff 80 Proof,50mL,18,17.82,0.99,2/10/2016,50,1,0.94,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_5334,1,5334,Kahlua Especial,750mL,1,22.99,22.99,1/2/2016,750,1,0.79,17035,PERNOD RICARD USA          
67_EANVERNESS_10422,67,10422,Mirassou Pnt Grigio Cal,750mL,2,19.98,9.99,1/1/2016,750,2,0.22,3252,E & J GALLO WINERY         
25_CAERSHIRE_7374,25,7374,New Amsterdam Mango Vodka,750mL,1,9.99,9.99,1/30/2016,750,1,0.79,3252,E & J GALLO WINERY         
